Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
9/15/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",,"TD bank branch representatives incorrectly characterized my IRA accounts as being funded with "" rollovers '' instead of "" direct rollover/direct transfer ''. In effect a XXXX was sent as a distribution and I suffered adverse tax consequences. In addition, XXXX XXXX (? ) the representative in the XXXX XXXX branch of XXXX, NJ did my paperwork incorrectly. I observed that she wrote my social security number on paperwork and left it in an unlocked desk drawer. XXXX XXXX took XXXX-120 minutes to complete the deposits, which she then called hours later to indicate were incomplete. Her message states that she needed additional signatures from me. I was not given a receipt, and she did not assist in correcting the character of the IRA funding source. My funding checks were left at the branch and I have no receipts or funds deposited although there is a 60 day limit to complete these transactions. When I called the branch this morning in response to her message requesting signatures, I spoke w/ her colleague XXXX who said she would look into the matter and return my call. Over two hours later, XXXX called me back and was verbally aggressive right off the bat demanding I come in to sign forms. She said she could not securely email forms to me, then she got angry when I asked to speak w/ the manager. She lied and said there was no manager on duty. When I asked for his name she told me XXXX XXXX then she was belligerent and asked me, "" Yo, what 's your problem? '' I was astonished at this reaction, since I had not raised my voice or spoken tersely with XXXX. I asked her to put a manager on the phone and she hung up on me. XXXX failed to correctly explain the differences in rollover types, I believe she completed my applications incorrectly. In addition, my personal information was unsecure and I believe mishandled as she had various printouts and multiple branch employees assist with retrieving them from the printer. Finally, I was mishandled from a customer service aspect and I do n't want to do business with TD bank in effect. I am extremely concerned about the damages I suffered from my accounts being misapplied and am considering seeking recourse.",,TD BANK US HOLDING COMPANY,NJ,080XX,,Consent provided,Web,9/15/2016,Closed with explanation,Yes,No,2113283
7/6/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,11706,,N/A,Referral,7/8/2013,Closed with explanation,Yes,Yes,450333
5/18/2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,PORTFOLIO RECOVERY ASSOCIATES INC,AZ,85388,,Consent not provided,Web,5/18/2015,Closed with explanation,Yes,No,1381175
8/20/2015,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,"I went to the XXXX XXXX XXXX XXXX XXXX XXXX, and was severely overcharged for a total tuition of around $ XXXX. They added on additional classes that were not part of the agreed curriculum I signed up for, in addition to receiving minimal instruction/education to perform less that the minimal functions in my area of study. My demo reel is not up to industry standards ( due to failure of instruction ), yet was approved by instructors. I did not receive job placement assistance, and have been unemployed ever since graduation.",Company disputes the facts presented in the complaint,EDUCATION MANAGEMENT CORPORATION,TX,770XX,,Consent provided,Web,8/20/2015,Closed with explanation,Yes,Yes,1528203
10/23/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,92124,Servicemember,Consent not provided,Web,10/23/2016,Closed with explanation,Yes,No,2173612
9/6/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,,"ASSET MANAGEMENT OUTSOURCING, INC.",WA,98041,,N/A,Web,9/11/2014,Closed with explanation,Yes,Yes,1017591
9/17/2014,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt is not mine,,,CNG FINANCIAL CORPORATION,TX,77568,,N/A,Phone,9/22/2014,Closed with explanation,Yes,No,1032423
9/13/2012,Bank account or service,Checking account,"Account opening, closing, or management",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92649,,N/A,Referral,9/14/2012,Closed with monetary relief,Yes,No,151034
6/15/2016,Credit card,,Identity theft / Fraud / Embezzlement,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",OK,73103,,Consent not provided,Web,6/15/2016,Closed with explanation,Yes,No,1970933
3/1/2017,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"WELLS FARGO BANK, NATIONAL ASSOCIATION",GA,30288,Older American,Consent not provided,Web,3/8/2017,Closed with monetary relief,Yes,No,2367464
3/23/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,NATIONSTAR MORTGAGE,IN,46304,,Consent not provided,Web,3/23/2015,Closed with explanation,Yes,No,1296646
2/3/2015,Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,,,Ditech Financial LLC,LA,70156,,N/A,Web,2/3/2015,Closed with explanation,Yes,No,1222411
1/26/2017,Bank account or service,Checking account,"Account opening, closing, or management",,"On XXXX XXXX, 2016, USAA bank restricted my access to my bank accounts. The bank subsequently closed my accounts. They told me they sent a check to my address on XXXX XXXX. Over the course of the past 2 months I have spoken with the bank in 29 phone calls. When I spoke to the bank today, the representative told me the bank sent the check to the wrong address. He went on to tell me the bank could not stop payment on the check. He said I would have to wait another 90 days. At that point the bank will issue another check, and mail it to me. 

The bank has approximately {$20000.00} of my money. I need that money. They have held it from me for 2 months. Now they are planning to hold it for another 3 months. Surely, the bank has the ability to cancel the check they sent to the wrong address. They have the ability to mail, wire, or ACH the money to me. They are hiding behind policy and choosing not to return my money to me in a timely manner. Further, since the bank restricted my access to my accounts, they have not provided me monthly account statements.",Company believes it acted appropriately as authorized by contract or law,UNITED SERVICES AUTOMOBILE ASSOCIATION,MS,395XX,Servicemember,Consent provided,Web,1/26/2017,Closed with explanation,Yes,Yes,2312762
10/12/2016,Bank account or service,Savings account,Deposits and withdrawals,,"I opened a Cap One XXXX account in XXXX 2016. I use it as my primary financial accounts for Checking and Money Market. My monthly transactions consist of my XXXX paychecks that are direct deposited to my Money Market along with various monthly rent checks from my investment properties. Currently I have almost {$100000.00} in both of my accounts. Around XXXX/XXXX/16, Cap One XXXX posted on my on-line account that my "" Funds are currently unavailable for withdrawal. Please call us at XXXX ''. I have called the past few days to find out why. Each time I called I was on hold for over 1 hour and finally hung up without taking to anyone. Today, XXXX/XXXX/16, I was able to talk to a representative waiter 30 minutes on hold who then said he had to transfer me to the Customer Security Team who is the only source that can discuss with me why my account was put on hold. He said it would take only another 10 minutes on hold. Forty five minutes later, I am still on hold .... apparently I was told by multiple reps that they have experienced higher than normal wait time. Several of my monthly autopay bills, such as my monthly mortgage payment is at risk until Cap One resolves this issue. I requested Cap One to send a check to my renter who lives in XXXX, VA from my checking account last week. Cap One did not issue the check. After multiple attempts to contact Cap One XXXX, I am very concerned that I ca n't reach Cap One to find out why my funds are not available for my use and more importantly Cap One has made no effort to contact me directly in this serious issue. I have no access to accounts to withdraw cash or pay my bills. My credit score will be negatively impacted and I am potentially at risk for my mortgage default since I ca n't withdraw funds. I visited the Cap One brick and mortar branch who basically said they can not help me only Cap One XXXX. I need assistance on how I can access my funds at Cap One XXXX. How pervasive is this bad business practice that Cap One XXXX uses to hold customers accounts hostage? Customers are not able to reach the Cap One XXXX team to obtain validation as to why there is a restriction for no reason. Thank you!",,CAPITAL ONE FINANCIAL CORPORATION,MD,208XX,,Consent provided,Web,10/12/2016,Closed with explanation,Yes,No,2157786
